Seccion,Municipio,Nominal_2021,Proyeccion_Nominal_2027,Morena_2021,Oposicion_2021,Participacion_2021_Pct,Votos_Esperados_Totales_2027,Votos_Necesarios_50_Mas_1_2027,Clasificacion,Coordinador_Estatal,Coordinador_Distrital,Coordinador_Municipal,Coordinadores_De_Brigada_Requeridos,Brigadistas_Requeridos,Coordinadores_Seccionales_Requeridos,Protagonistas_Movilizadores_Requeridos,Votos_Nivel_1_Requeridos
485,Hermosillo,1091,981,312,113,41.8%,410,206,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,3,21,206
486,Hermosillo,1415,1273,362,155,38.7%,493,247,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,3,25,247
487,Hermosillo,1271,1143,239,137,34.1%,390,196,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,2,20,196
488,Hermosillo,997,897,212,173,40.3%,361,181,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,2,19,181
489,Hermosillo,692,622,144,78,34.4%,213,107,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,2,11,107
490,Hermosillo,1169,1052,268,162,40.6%,427,214,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,3,22,214
491,Hermosillo,741,670,187,165,50.9%,340,171,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,2,18,171
492,Hermosillo,670,603,138,161,47.8%,288,145,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,2,15,145
493,Hermosillo,621,558,143,177,55.9%,311,156,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,2,16,156
494,Hermosillo,639,575,113,172,48.8%,280,141,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,2,15,141
495,Hermosillo,1007,906,208,174,41.9%,379,190,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,2,19,190
496,Hermosillo,1438,1294,327,138,35.3%,456,229,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,3,23,229
497,Hermosillo,388,349,94,60,41.8%,145,73,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,1,8,73
498,Hermosillo,1531,1443,441,288,51.4%,741,371,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,4,38,371
499,Hermosillo,1787,2088,341,894,71.5%,1492,747,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,2,8,75,747
500,Hermosillo,823,813,186,323,65.4%,531,266,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,3,27,266
501,Hermosillo,1804,1842,372,742,65.4%,1204,603,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,2,7,61,603
502,Hermosillo,867,845,191,389,70.0%,591,296,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,3,30,296
503,Hermosillo,1136,1182,200,531,66.9%,790,396,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,4,40,396
504,Hermosillo,1111,1063,250,506,70.7%,752,377,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,4,38,377
505,Hermosillo,1266,1152,256,568,66.9%,770,386,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,4,39,386
506,Hermosillo,1140,1082,139,649,71.0%,767,384,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,4,39,384
507,Hermosillo,424,381,111,104,53.3%,203,102,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,2,11,102
508,Hermosillo,1265,1167,283,485,64.3%,750,376,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,4,38,376
509,Hermosillo,1785,1664,504,351,51.7%,859,430,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,5,43,430
510,Hermosillo,898,1122,522,663,142.5%,1599,800,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,2,8,80,800
511,Hermosillo,764,687,239,108,48.3%,331,166,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,2,17,166
512,Hermosillo,1366,1229,372,201,46.2%,567,284,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,3,29,284
513,Hermosillo,1066,989,296,195,48.9%,483,242,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,3,25,242
514,Hermosillo,2037,2182,575,340,47.5%,1035,518,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,2,6,52,518
515,Hermosillo,301,270,83,38,43.5%,117,59,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,1,6,59
516,Hermosillo,392,361,115,124,63.5%,229,115,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,2,12,115
517,Hermosillo,816,734,151,314,59.7%,438,220,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,3,22,220
518,Hermosillo,701,666,106,377,70.9%,472,237,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,3,24,237
519,Hermosillo,728,655,211,191,56.9%,372,187,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,2,19,187
520,Hermosillo,863,776,227,211,53.7%,416,209,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,3,21,209
521,Hermosillo,717,645,116,171,43.5%,280,141,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,2,15,141
522,Hermosillo,1055,1032,284,371,65.0%,671,336,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,4,34,336
523,Hermosillo,521,468,183,81,53.9%,252,127,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,2,13,127
524,Hermosillo,4678,5847,789,2340,69.8%,4079,2040,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,5,21,204,2040
525,Hermosillo,912,822,208,357,66.3%,545,273,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,3,28,273
526,Hermosillo,582,538,132,242,67.5%,363,182,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,2,19,182
527,Hermosillo,815,733,205,222,56.1%,411,206,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,3,21,206
528,Hermosillo,928,835,276,221,57.0%,475,238,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,3,24,238
529,Hermosillo,1023,920,221,170,41.2%,378,190,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,2,19,190
530,Hermosillo,698,628,151,123,43.3%,271,136,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,2,14,136
531,Hermosillo,1018,975,268,219,53.4%,521,261,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,3,27,261
532,Hermosillo,15956,19945,3123,5386,56.4%,11257,5629,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),3,12,57,563,5629
533,Hermosillo,7887,9858,1354,958,31.5%,3109,1555,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,4,16,156,1555
534,Hermosillo,1322,1189,316,103,34.8%,413,207,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,3,21,207
535,Hermosillo,879,791,200,114,39.5%,312,157,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,2,16,157
536,Hermosillo,1834,1822,479,227,42.1%,767,384,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,4,39,384
537,Hermosillo,2249,2321,599,714,62.5%,1449,725,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,2,8,73,725
538,Hermosillo,1344,1282,357,368,58.8%,753,377,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,4,38,377
539,Hermosillo,1157,1069,315,292,56.4%,603,302,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,4,31,302
540,Hermosillo,626,579,165,191,58.8%,340,171,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,2,18,171
541,Hermosillo,1336,1203,351,190,44.0%,529,265,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,3,27,265
542,Hermosillo,666,607,192,189,61.1%,370,186,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,2,19,186
543,Hermosillo,1005,944,270,143,44.6%,420,211,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,3,22,211
544,Hermosillo,1656,1615,455,349,51.9%,838,420,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,5,42,420
545,Hermosillo,1159,1043,353,149,46.3%,483,242,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,3,25,242
546,Hermosillo,683,614,192,130,50.2%,308,155,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,2,16,155
547,Hermosillo,723,650,218,97,46.7%,303,152,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,2,16,152
548,Hermosillo,934,840,255,121,45.2%,379,190,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,2,19,190
549,Hermosillo,753,677,208,126,47.7%,322,162,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,2,17,162
550,Hermosillo,807,757,234,161,52.5%,397,199,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,2,20,199
551,Hermosillo,856,770,136,162,39.0%,300,151,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,2,16,151
552,Hermosillo,960,914,310,179,54.2%,495,248,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,3,25,248
553,Hermosillo,821,744,244,130,48.4%,359,180,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,2,18,180
554,Hermosillo,2297,2359,573,211,37.3%,879,440,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,5,44,440
555,Hermosillo,1318,1214,350,204,45.2%,548,275,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,3,28,275
556,Hermosillo,1273,1145,357,195,47.3%,541,271,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,3,28,271
557,Hermosillo,784,705,228,146,50.0%,352,177,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,2,18,177
558,Hermosillo,5032,6290,1302,998,49.4%,3106,1554,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,4,16,156,1554
559,Hermosillo,1381,1287,351,271,47.9%,616,309,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,4,31,309
560,Hermosillo,923,858,288,108,47.7%,409,205,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,3,21,205
561,Hermosillo,902,811,266,109,45.9%,372,187,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,2,19,187
562,Hermosillo,1296,1166,284,203,41.3%,481,241,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,3,25,241
563,Hermosillo,899,809,239,97,39.9%,323,162,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,2,17,162
564,Hermosillo,10129,10985,2046,1603,39.1%,4296,2149,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,5,22,215,2149
565,Hermosillo,2132,2050,538,370,46.3%,949,475,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,5,48,475
566,Hermosillo,842,757,207,117,41.8%,316,159,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,2,16,159
567,Hermosillo,1443,1298,369,161,40.3%,523,262,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,3,27,262
568,Hermosillo,2403,2243,512,230,33.5%,751,376,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,4,38,376
569,Hermosillo,8824,9430,1718,815,31.7%,2990,1496,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,3,15,150,1496
570,Hermosillo,1976,1778,392,161,30.3%,538,270,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,3,27,270
571,Hermosillo,12847,16058,2336,1327,30.9%,4958,2480,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,5,25,248,2480
572,Hermosillo,953,857,264,103,40.7%,348,175,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,2,18,175
573,Hermosillo,798,718,200,115,43.9%,314,158,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,2,16,158
574,Hermosillo,999,899,283,207,51.2%,459,230,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,3,23,230
575,Hermosillo,1570,1528,427,301,50.4%,769,385,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,4,39,385
576,Hermosillo,978,892,240,220,51.1%,456,229,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,3,23,229
577,Hermosillo,3011,3763,385,180,20.4%,768,385,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,4,39,385
578,Hermosillo,832,785,277,131,52.2%,409,205,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,3,21,205
579,Hermosillo,1409,1324,367,301,51.1%,676,339,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,4,34,339
581,Hermosillo,1534,1393,436,165,42.0%,584,293,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,3,30,293
582,Hermosillo,1445,1300,376,142,39.0%,506,254,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,3,26,254
584,Hermosillo,1962,1994,521,231,42.8%,853,427,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,5,43,427
586,Hermosillo,1404,1263,275,116,31.8%,402,202,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,3,21,202
587,Hermosillo,1322,1189,306,66,32.5%,386,194,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,2,20,194
588,Hermosillo,300,300,107,40,51.0%,153,77,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,1,8,77
589,Hermosillo,3999,3899,778,485,34.5%,1343,672,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,2,7,68,672
590,Hermosillo,7285,9106,1928,3305,76.0%,6922,3462,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),2,7,35,347,3462
591,Hermosillo,258,232,26,10,15.9%,36,19,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,1,2,19
592,Hermosillo,4214,4406,1155,561,43.9%,1936,969,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,2,10,97,969
593,Hermosillo,962,865,255,66,35.6%,307,154,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,2,16,154
597,Hermosillo,265,238,26,21,20.0%,47,24,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,1,3,24
598,Hermosillo,3820,4452,1563,595,59.7%,2657,1329,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,3,14,133,1329
599,Hermosillo,945,1181,112,70,24.7%,291,146,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,2,15,146
600,Hermosillo,596,536,123,38,30.9%,165,83,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,1,9,83
601,Hermosillo,11319,11480,1413,943,24.2%,2779,1390,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,3,14,139,1390
602,Hermosillo,1715,1543,304,162,30.8%,475,238,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,3,24,238
603,Hermosillo,2329,2096,434,263,33.9%,710,356,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,4,36,356
604,Hermosillo,2716,2928,398,302,29.4%,860,431,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,5,44,431
605,Hermosillo,4884,4565,736,343,25.8%,1179,590,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,2,6,59,590
